meta.url,meta.title,meta.record_date,meta.last_updated,record.rank,record.sales,record.total_seats,record.shows,record.theaters,record.since_last_week,record.name,record,record.cumulative_sales,record.estimated_box_office
https://mimorin2014.com/blog-entry-47577.html,（独立系を含む）デイリー合算ランキング：20241107(木),2024-11-07T00:00:00,2024-11-08T00:53:00.000Z,21.0,566.0,4422.0,31.0,16.0,65.5,も～っと煌めく!KING OF PRISM －Dramatic PRISM.1－,,75601.0,136081800.0
https://mimorin2014.com/blog-entry-47584.html,（独立系を含む）デイリー合算ランキング：20241108(金),2024-11-08T00:00:00,2024-11-09T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47593.html,（独立系を含む）デイリー合算ランキング：20241109(土),2024-11-09T00:00:00,2024-11-10T00:53:00.000Z,25.0,1104.0,4065.0,28.0,14.0,110.4,も～っと煌めく!KING OF PRISM －Dramatic PRISM.1－,,76705.0,138069000.0
https://mimorin2014.com/blog-entry-47600.html,（独立系を含む）デイリー合算ランキング：20241110(日),2024-11-10T00:00:00,2024-11-11T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47609.html,（独立系を含む）デイリー合算ランキング：20241111(月),2024-11-11T00:00:00,2024-11-12T00:53:00.000Z,24.0,515.0,4549.0,31.0,16.0,60.4,も～っと煌めく!KING OF PRISM －Dramatic PRISM.1－,,77220.0,138996000.0
https://mimorin2014.com/blog-entry-47616.html,（独立系を含む）デイリー合算ランキング：20241112(火),2024-11-12T00:00:00,2024-11-13T00:53:00.000Z,25.0,497.0,4549.0,31.0,16.0,92.6,も～っと煌めく!KING OF PRISM －Dramatic PRISM.1－,,77717.0,139890600.0
https://mimorin2014.com/blog-entry-47623.html,（独立系を含む）デイリー合算ランキング：20241113(水),2024-11-13T00:00:00,2024-11-14T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47630.html,（独立系を含む）デイリー合算ランキング：20241114(木),2024-11-14T00:00:00,2024-11-15T00:53:00.000Z,25.0,509.0,4445.0,29.0,15.0,89.9,も～っと煌めく!KING OF PRISM －Dramatic PRISM.1－,,78226.0,140806800.0
https://mimorin2014.com/blog-entry-47637.html,（独立系を含む）デイリー合算ランキング：20241115(金),2024-11-15T00:00:00,2024-11-16T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47646.html,（独立系を含む）デイリー合算ランキング：20241116(土),2024-11-16T00:00:00,2024-11-17T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47653.html,（独立系を含む）デイリー合算ランキング：20241117(日),2024-11-17T00:00:00,2024-11-18T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47662.html,（独立系を含む）デイリー合算ランキング：20241118(月),2024-11-18T00:00:00,2024-11-19T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47669.html,（独立系を含む）デイリー合算ランキング：20241119(火),2024-11-19T00:00:00,2024-11-20T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47676.html,（独立系を含む）デイリー合算ランキング：20241120(水),2024-11-20T00:00:00,2024-11-21T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47683.html,（独立系を含む）デイリー合算ランキング：20241121(木),2024-11-21T00:00:00,2024-11-22T00:53:00.000Z,22.0,565.0,3258.0,19.0,19.0,,KING OF PRISM －Dramatic PRISM.1－(・発声OK),,78791.0,141823800.0
https://mimorin2014.com/blog-entry-47690.html,（独立系を含む）デイリー合算ランキング：20241122(金),2024-11-22T00:00:00,2024-11-23T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47699.html,（独立系を含む）デイリー合算ランキング：20241123(土),2024-11-23T00:00:00,2024-11-24T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47706.html,（独立系を含む）デイリー合算ランキング：20241124(日),2024-11-24T00:00:00,2024-11-25T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47715.html,（独立系を含む）デイリー合算ランキング：20241125(月),2024-11-25T00:00:00,2024-11-26T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47722.html,（独立系を含む）デイリー合算ランキング：20241126(火),2024-11-26T00:00:00,2024-11-27T00:53:00.000Z,,,,,,,,,,
https://mimorin2014.com/blog-entry-47729.html,（独立系を含む）デイリー合算ランキング：20241127(水),2024-11-27T00:00:00,2024-11-28T00:53:00.000Z,,,,,,,,,,
